road_width,latitude,longitude,quality,num_bedrooms,num_bathrooms,direction,age,land_area,usage_area,hospital_3km,convenience_store_3km,discount_store_3km,department_store_3km,education_3km,bank_3km,hospital_3km_shortest,convenience_store_3km_shortest,discount_store_3km_shortest,department_store_3km_shortest,education_3km_shortest,bank_3km_shortest,target,index_right
4.0,13.939013,100.401656,ดีมาก,4,2,,0,24,88,28,31,6,0,6,7,0.504,0.276,1.075,0.0,0.778,0.666,1570000,0
4.0,13.92222,100.37063,แย่,5,1,,8,18,114,20,19,3,0,7,1,1.186,1.028,2.142,0.0,1.51,2.907,1570000,0
4.0,13.93793,100.40737,แย่,1,3,,20,20,136,38,33,6,0,13,10,0.618,0.223,0.967,0.0,1.217,1.168,1588000,0
4.0,13.93032,100.35846,พอใช้,3,2,,21,34,124,12,21,2,0,6,1,0.555,0.112,1.157,0.0,0.135,2.73,1570000,0
4.0,13.93907,100.40153,ดีมาก,5,3,,0,24,90,28,31,6,0,5,7,0.497,0.291,1.086,0.0,0.774,0.659,1519000,0
4.0,13.815265,100.375911,ค่อนข้างแย่,5,3,,4,56,105,10,21,3,0,10,8,1.376,0.661,1.824,0.0,1.805,0.667,4000000,0
6.0,13.836229,100.354666,แย่,5,3,ทิศตะวันตก,9,24,64,4,7,1,0,5,0,0.535,0.795,1.153,0.0,0.541,0.0,951000,0
4.0,13.83874,100.52112,แย่,1,2,,7,24,188,250,190,8,0,157,102,0.398,0.418,1.231,0.0,0.334,0.512,3750000,0
6.0,13.92546,100.3523,ดีมาก,2,4,ทิศตะวันออกเฉียงเหนือ,23,18,72,12,17,2,0,5,0,0.872,0.275,1.818,0.0,0.747,0.0,981000,0
4.0,13.93542,100.40918,ค่อนข้างแย่,1,2,,26,18,132,39,37,6,0,18,12,0.307,0.115,0.816,0.0,1.331,1.322,1570000,0
4.0,13.8525777,100.5061049,แย่,2,2,,13,17,132,172,158,10,1,71,75,0.392,0.356,0.938,1.751,0.26,0.962,1565000,0
6.0,13.94728,100.40551,ดีมาก,1,1,ทิศตะวันตกเฉียงใต้,9,16,97,18,25,4,0,3,4,1.466,0.616,0.648,0.0,1.766,0.7,1430000,0
4.0,13.8445501,100.4399576,ค่อนข้างแย่,3,3,,19,23,120,38,50,3,0,35,5,0.116,0.087,0.107,0.0,0.537,1.615,1350000,0
4.0,13.85484,100.36923,พอใช้,5,2,,9,24,123,6,14,2,0,9,0,1.642,1.283,1.637,0.0,1.534,0.0,1558000,0
4.0,13.9309939,100.508303,ดี,3,4,,25,19,120,66,67,6,0,36,33,1.107,0.105,1.064,0.0,0.253,2.119,1400000,0
6.0,13.94349,100.4005,พอใช้,3,1,ทิศตะวันออก,20,19,120,22,27,5,0,5,5,0.843,0.688,1.317,0.0,1.152,0.999,1600000,0
4.0,13.934717,100.40282,แย่,3,4,,22,34,190,38,32,6,0,8,9,0.541,0.43,0.585,0.0,0.64,0.636,1500000,0
6.0,13.912025,100.38058,แย่,1,2,ทิศใต้,24,16,94,29,20,8,0,8,3,0.496,1.142,1.635,0.0,0.312,1.673,1050000,0
4.0,13.93099,100.51177,ดีมาก,1,4,,17,18,119,67,66,7,0,36,36,0.733,0.406,0.688,0.0,0.554,1.99,1570000,0
4.0,13.86509,100.5347,แย่,4,2,,29,60,235,265,153,14,0,113,69,0.132,0.219,0.788,0.0,0.234,0.809,4000000,0
4.0,13.81746,100.34313,ค่อนข้างแย่,3,2,,0,17,110,13,22,0,0,26,8,1.988,0.693,0.0,0.0,1.451,2.37,1550000,0
6.0,13.94484,100.548146,พอใช้,2,2,,27,17,108,31,49,3,1,26,19,0.337,0.357,1.394,0.801,0.215,0.626,880000,0
4.0,13.96811,100.34039,พอใช้,3,2,,14,16,79,11,12,3,0,4,0,0.711,0.364,0.795,0.0,1.76,0.0,750000,0
4.0,13.961223,100.360288,ดีมาก,1,4,,20,20,129,12,16,3,0,3,1,0.239,0.257,0.278,0.0,1.833,1.379,1480000,0
6.0,13.91892,100.36346,แย่,5,3,ทิศตะวันตก,23,17,106,15,17,2,0,8,0,0.405,0.489,1.511,0.0,1.42,0.0,1520000,0
10.0,13.97758,100.33815,แย่,1,1,ทิศตะวันตกเฉียงเหนือ,25,16,99,8,11,3,0,2,1,0.464,0.424,0.436,0.0,1.73,2.514,1300000,0
4.0,13.899184,100.397137,แย่,5,1,,23,20,118,66,50,14,2,15,24,0.206,0.146,0.898,2.856,0.163,0.963,1350000,0
6.0,13.88517,100.46223,ดี,5,2,ทิศตะวันออก,29,19,98,57,58,6,0,21,14,0.054,0.311,0.465,0.0,0.531,0.288,1400000,0
4.0,13.93891,100.40191,ค่อนข้างแย่,5,1,,0,24,92,28,31,6,0,6,7,0.52,0.247,1.057,0.0,0.787,0.68,1570000,0
4.0,13.929799,100.511296,ดีมาก,2,4,,19,16,108,70,69,7,0,35,38,0.809,0.299,0.751,0.0,0.417,2.131,1350000,0
6.0,13.930227,100.35147,พอใช้,1,1,ทิศตะวันตกเฉียงเหนือ,25,18,115,12,17,2,0,8,0,0.347,0.451,1.616,0.0,0.621,0.0,1500000,0
6.0,13.89659,100.46977,ค่อนข้างแย่,5,4,ทิศตะวันออกเฉียงเหนือ,13,18,95,47,44,5,0,17,14,0.737,0.33,1.895,0.0,0.691,1.503,2100000,0
4.0,13.81518,100.49289,แย่,1,4,,1,20,97,74,111,5,0,96,36,0.613,0.623,1.189,0.0,0.856,1.394,1530000,0
6.0,13.933812,100.378242,ดี,1,2,ทิศตะวันตกเฉียงใต้,17,16,108,28,21,4,0,7,4,0.618,0.397,1.817,0.0,0.709,2.017,1400000,0
4.0,13.816817,100.476022,ค่อนข้างแย่,1,2,,20,22,138,49,73,5,0,38,8,0.585,0.353,0.453,0.0,0.422,1.49,1572000,0
4.0,13.91637,100.37671,ดีมาก,2,1,,11,18,112,28,23,6,0,11,3,1.124,0.968,2.196,0.0,0.876,2.214,1300000,0
14.0,13.949389,100.352849,ค่อนข้างแย่,1,3,ทิศตะวันออกเฉียงใต้,26,16,120,14,18,2,0,7,1,0.202,0.249,1.281,0.0,1.602,1.827,1550000,0
4.0,13.916688,100.362233,ดีมาก,5,1,,14,16,100,15,17,2,0,7,0,0.442,0.365,1.244,0.0,1.591,0.0,900000,0
6.0,13.89919,100.39606,พอใช้,1,1,ทิศตะวันออกเฉียงเหนือ,29,20,89,64,52,14,2,15,23,0.251,0.126,0.867,2.92,0.078,0.946,1400000,0
4.0,13.891201,100.438608,แย่,3,4,,19,20,94,67,51,7,0,25,17,0.713,0.403,1.251,0.0,0.598,1.068,880000,0
6.0,13.9388,100.40129,พอใช้,4,2,ทิศตะวันออกเฉียงเหนือ,6,24,122,28,31,6,0,6,7,0.459,0.31,1.065,0.0,0.735,0.62,1800000,0
4.0,13.85688,100.39854,แย่,1,4,,9,50,152,49,56,8,2,19,32,1.009,0.347,1.065,2.613,0.444,1.315,3950000,0
6.0,13.895937,100.428548,ดี,2,1,ทิศตะวันออก,27,16,98,95,75,10,2,32,43,0.109,0.16,1.751,2.797,0.245,0.174,1500000,0
4.0,13.8045,100.49009,ค่อนข้างแย่,2,1,,28,16,112,125,119,9,0,116,49,0.176,0.168,0.218,0.0,0.269,1.394,1600000,0
6.0,13.93054,100.34929,ดีมาก,2,3,,25,18,108,12,16,2,0,8,0,0.424,0.42,1.779,0.0,0.857,0.0,1180000,0
5.0,13.832073,100.47007,ดีมาก,4,4,ทิศตะวันออกเฉียงเหนือ,28,21,123,51,76,3,0,38,14,0.232,0.131,1.464,0.0,0.529,1.243,1540000,0
6.0,13.82855,100.47654,ดี,5,4,ทิศเหนือ,15,37,191,71,103,5,0,49,30,0.249,0.397,0.692,0.0,0.275,1.293,4340000,0
4.0,13.92475808,100.4061262,พอใช้,4,1,,21,22,129,56,45,9,0,22,19,0.382,0.435,0.447,0.0,0.763,1.239,1580000,0
4.0,13.899865,100.359955,พอใช้,4,3,,7,18,108,10,16,1,0,4,0,0.919,1.003,1.221,0.0,1.013,0.0,830000,0
4.0,13.893166,100.401474,ดีมาก,3,2,,23,60,215,70,58,14,2,15,30,0.313,0.164,0.308,2.045,0.854,1.029,3600000,0
6.0,13.911777,100.36804,ดีมาก,2,2,ทิศใต้,15,21,118,16,21,3,0,6,2,1.264,0.272,1.573,0.0,1.346,2.992,1600000,0
6.0,13.806184,100.379994,ค่อนข้างแย่,5,1,ทิศเหนือ,9,50,152,11,35,3,0,19,8,0.519,1.18,1.61,0.0,1.379,1.582,4000000,0
6.0,13.947671,100.405337,ค่อนข้างแย่,5,2,ทิศตะวันตกเฉียงใต้,27,16,92,18,25,4,0,3,4,1.493,0.596,0.624,0.0,1.794,0.669,1250000,0
4.0,13.834613,100.355467,ดีมาก,4,4,,0,18,39,4,9,1,0,5,2,0.7,0.889,1.173,0.0,0.705,2.985,515000,0
4.0,13.89398,100.42697,ค่อนข้างแย่,4,1,,20,18,126,103,79,10,2,31,45,0.382,0.35,1.988,2.521,0.384,0.42,1573000,0
4.0,13.93896,100.40207,ดี,5,4,,0,24,92,28,31,6,0,6,7,0.538,0.231,1.058,0.0,0.803,0.697,1570000,0
4.0,13.914676,100.399529,ดีมาก,5,3,,21,20,124,60,51,11,0,21,19,0.124,0.151,0.173,0.0,0.845,0.431,1550000,0
4.0,13.89675,100.36569,ดีมาก,2,3,,5,16,92,13,16,2,0,3,0,1.537,0.715,1.878,0.0,1.722,0.0,880000,0
4.0,13.875206,100.381273,ดีมาก,4,3,,11,18,113,26,25,4,0,3,7,0.39,0.333,0.64,0.0,1.86,2.487,1580000,0
4.0,13.92997,100.51283,ดี,4,4,,13,18,115,71,74,8,0,35,37,0.645,0.463,0.585,0.0,0.545,2.074,1380000,0
6.0,13.90699,100.34394,ดี,1,4,ทิศใต้,20,17,102,6,16,1,0,5,0,0.991,0.318,1.085,0.0,0.892,0.0,1180000,0
4.0,13.814414,100.399551,ดี,5,3,,11,52,185,20,34,7,0,32,19,0.649,0.53,0.527,0.0,0.54,0.741,3700000,0
4.0,13.91790455,100.430549,ค่อนข้างแย่,5,4,,8,24,106,44,51,5,0,27,20,0.716,0.539,0.688,0.0,0.821,0.929,1570000,0
4.0,13.91601,100.43108,พอใช้,5,1,,17,17,96,45,50,5,0,27,20,0.532,0.485,0.491,0.0,0.799,0.861,880000,0
6.0,13.93395,100.40484,แย่,3,1,ทิศตะวันตกเฉียงใต้,31,19,112,44,34,7,0,13,12,0.759,0.497,0.475,0.0,0.848,0.862,1599000,0
4.0,13.81011,100.4671,แย่,2,1,,5,28,124,67,84,9,0,44,32,0.337,0.272,1.092,0.0,1.012,1.242,3500000,0
4.0,13.83636,100.34962,ดีมาก,5,1,,18,34,60,4,7,1,0,5,0,0.631,1.224,1.655,0.0,0.42,0.0,780000,0
6.0,13.89919,100.4269,ดีมาก,3,2,ทิศตะวันออกเฉียงใต้,24,21,154,87,67,12,2,30,32,0.341,0.445,1.424,2.97,0.285,0.483,1850000,0
4.0,13.844338,100.396757,ดีมาก,5,3,,12,20,113,20,25,6,0,15,12,0.671,0.576,1.418,0.0,0.423,1.662,1650000,0
4.0,13.94655,100.40384,ดี,2,1,,19,17,100,18,25,4,0,3,4,1.303,0.799,0.823,0.0,1.607,0.856,887000,0
4.0,13.945453,100.347675,ค่อนข้างแย่,2,2,,20,20,77,12,18,2,0,7,1,0.549,0.532,1.728,0.0,1.846,2.479,520000,0
8.0,13.828103,100.371023,ค่อนข้างแย่,4,3,ทิศตะวันออกเฉียงเหนือ,24,22,126,6,15,3,0,7,8,1.361,0.36,1.594,0.0,2.162,1.205,1330000,0
4.0,13.874561,100.397766,แย่,5,4,,6,17,108,60,58,12,2,15,28,0.412,0.5,0.859,1.451,1.096,0.717,1580000,0
4.0,13.90415649,100.368105,ดี,4,2,,8,28,75,13,17,3,0,3,2,1.337,0.209,1.645,0.0,1.424,2.977,1580000,0
4.0,13.8138,100.48999,ดี,4,3,,0,18,93,77,109,5,0,88,32,0.669,0.583,0.946,0.0,0.515,1.662,1580000,0
6.0,13.928581,100.397145,แย่,2,4,ทิศตะวันออกเฉียงเหนือ,33,20,115,48,36,9,0,10,10,0.681,0.695,0.797,0.0,0.562,0.725,1570000,0
4.0,13.91861,100.5070945,ดี,5,2,,21,20,78,93,87,6,2,53,32,0.618,0.259,1.318,2.827,0.349,0.873,870000,0
4.0,13.913243,100.3525647,ดีมาก,2,4,,18,51,119,9,14,1,0,3,0,0.276,0.326,0.477,0.0,1.017,0.0,1600000,0
4.0,13.93733,100.51997,แย่,2,3,,19,20,137,34,57,6,0,31,15,0.173,0.29,0.519,0.0,0.748,1.274,1200000,0
5.0,13.83314,100.34956,ดี,5,3,ทิศเหนือ,25,18,72,4,7,1,0,5,0,0.987,1.382,1.8,0.0,0.757,0.0,899000,0
6.0,13.924767,100.368903,ค่อนข้างแย่,5,3,ทิศเหนือ,24,18,117,17,21,2,0,7,0,0.872,1.053,1.81,0.0,1.399,0.0,1350000,0
4.0,13.89127,100.405324,ดีมาก,2,4,,25,30,164,80,68,14,2,19,33,0.055,0.115,0.211,1.675,0.892,0.6,1580000,0
8.0,13.97737,100.33851,ดีมาก,3,4,ทิศตะวันตก,23,16,102,8,11,3,0,2,1,0.464,0.427,0.435,0.0,1.69,2.556,1620000,0
5.0,13.94279,100.348976,แย่,1,1,,22,16,96,15,19,2,0,7,1,0.644,0.604,1.509,0.0,1.627,2.46,731000,0
4.0,13.884114,100.395499,ค่อนข้างแย่,2,1,,20,70,292,62,58,14,2,14,29,0.35,0.588,0.72,1.836,1.109,1.208,3500000,0
6.0,13.916283,100.429883,ดี,2,3,ทิศใต้,27,17,103,44,51,5,0,25,20,0.531,0.501,0.507,0.0,0.682,0.773,1590000,0
4.0,13.95497,100.39637,แย่,4,4,,7,22,108,17,24,3,0,3,6,0.745,0.964,1.388,0.0,2.359,0.933,1581000,0
2.5,13.837539,100.474667,แย่,2,3,ทิศตะวันตกเฉียงใต้,19,15,112,69,92,3,0,50,25,0.802,0.185,1.662,0.0,0.54,0.467,1300000,0
4.0,13.91116,100.52568,แย่,4,1,,20,20,142,142,115,10,2,70,54,0.669,0.365,0.551,0.885,0.488,0.822,1500000,0
10.0,13.929539,100.544914,ดี,4,1,,26,20,112,64,61,8,1,43,28,0.545,0.665,1.013,1.431,0.815,1.155,1450000,0
4.0,13.841279,100.506522,พอใช้,1,4,,27,18,122,168,168,8,1,95,83,0.396,0.307,0.66,2.878,0.26,0.388,1500000,0
4.0,13.813594,100.490005,พอใช้,3,2,,0,18,115,77,112,5,0,89,36,0.648,0.564,0.924,0.0,0.502,1.655,1400000,0
6.0,13.89741,100.36616,ดีมาก,4,4,ทิศเหนือ,12,16,103,13,16,2,0,3,0,1.502,0.627,1.862,0.0,1.734,0.0,1500000,0
6.0,13.97009,100.42355,ค่อนข้างแย่,4,3,ทิศตะวันออกเฉียงใต้,17,50,81,6,19,6,0,5,2,0.616,0.406,0.504,0.0,0.706,2.474,1700000,0
6.0,13.90273627,100.3680532,ค่อนข้างแย่,1,1,ทิศตะวันตกเฉียงใต้,12,16,99,13,16,3,0,3,0,1.349,0.095,1.697,0.0,1.499,0.0,1550000,0
6.0,13.939216,100.404358,ค่อนข้างแย่,2,1,ทิศตะวันออกเฉียงเหนือ,13,31,99,30,30,6,0,8,7,0.768,0.095,1.056,0.0,1.006,0.92,1750000,0
6.0,13.8569,100.40576,แย่,5,2,ทิศตะวันออก,25,17,116,58,57,10,2,21,36,0.295,0.392,0.327,2.31,0.778,0.55,1703000,0
4.0,13.88901,100.38815,ดีมาก,4,2,,9,52,146,59,52,12,2,11,24,0.778,0.583,0.446,2.789,1.338,2.166,3850000,0
4.0,13.882744,100.422532,ค่อนข้างแย่,2,4,,26,16,100,80,60,8,2,26,31,0.797,0.957,0.877,1.363,0.295,1.077,880000,0
4.0,13.944901,100.344788,ดี,2,4,,20,16,112,12,15,2,0,7,1,0.86,0.847,2.006,0.0,1.528,2.795,1200000,0
4.0,13.8899,100.3925,พอใช้,5,2,,3,54,143,69,57,14,2,11,27,0.977,0.859,0.27,2.44,1.019,1.743,4100000,0
4.0,13.901595,100.468253,แย่,5,3,,9,50,148,34,36,6,0,15,12,0.542,0.26,1.887,0.0,0.78,1.858,3600000,0
4.0,13.896668,100.431194,ดี,3,1,,16,18,106,82,61,10,0,32,34,0.12,0.125,1.668,0.0,0.231,0.126,886000,0
4.0,13.83752,100.35235,ดี,5,3,,19,34,92,4,6,1,0,5,0,0.534,0.904,1.335,0.0,0.537,0.0,888000,0
10.0,13.98857,100.31986,แย่,4,4,ทิศเหนือ,0,23,111,6,8,3,0,4,1,0.972,0.936,0.39,0.0,1.578,1.022,1550000,0
4.0,13.88892,100.36884,ดีมาก,5,3,,11,58,244,11,16,4,0,3,0,1.321,0.52,2.093,0.0,1.847,0.0,4000000,0
8.0,13.9062,100.40055,ดีมาก,4,3,ทิศตะวันออกเฉียงใต้,23,19,125,59,45,14,0,24,22,0.223,0.476,0.214,0.0,0.653,0.572,1600000,0
6.0,13.929777,100.352088,ดีมาก,4,2,ทิศตะวันออกเฉียงเหนือ,14,18,120,11,17,2,0,8,0,0.393,0.37,1.601,0.0,0.556,0.0,1580000,0
4.0,13.842638,100.39956,ดี,4,1,,20,18,98,20,29,6,0,14,13,1.013,0.407,1.133,0.0,0.765,1.335,1350000,0
4.0,13.904762,100.439519,แย่,4,3,,10,21,113,59,53,5,0,28,22,1.08,1.008,1.284,0.0,1.154,1.066,1400000,0
4.0,13.928852,100.513048,ค่อนข้างแย่,4,1,,14,27,112,73,75,8,0,35,38,0.673,0.47,0.6,0.0,0.496,2.081,1590000,0
4.0,13.91592,100.39316,ดีมาก,1,3,,20,16,106,46,34,11,0,14,7,0.44,0.416,0.475,0.0,0.847,0.478,1352000,0
5.0,13.840258,100.505954,ดีมาก,3,3,ทิศตะวันตก,32,15,136,162,169,7,1,95,80,0.47,0.366,0.778,2.961,0.389,0.455,1771000,0
6.0,13.91962583,100.36246289,ค่อนข้างแย่,5,1,ทิศตะวันออก,25,16,108,15,17,2,0,8,0,0.283,0.603,1.499,0.0,1.301,0.0,1550000,0
6.0,13.933388,100.377848,พอใช้,5,4,ทิศตะวันออกเฉียงเหนือ,16,16,104,28,21,4,0,7,4,0.635,0.337,1.797,0.0,0.744,2.063,1550000,0
4.0,13.892067,100.399284,พอใช้,3,4,,24,20,105,72,59,14,2,15,30,0.434,0.377,0.534,2.075,0.809,1.142,1270000,0
6.0,13.973011,100.412958,แย่,2,2,ทิศเหนือ,13,40,60,6,21,6,0,4,3,0.935,0.844,0.798,0.0,1.29,1.934,1400000,0
8.0,13.97736612,100.3370248,ดีมาก,1,4,ทิศตะวันออกเฉียงใต้,23,17,104,8,11,3,0,3,1,0.398,0.352,0.372,0.0,1.851,2.397,1420000,0
6.0,13.93674,100.35959,พอใช้,1,2,ทิศตะวันตกเฉียงใต้,27,24,81,15,18,2,0,6,1,0.351,0.485,0.484,0.0,0.533,2.047,1500000,0
6.0,13.90556,100.36931,ดี,2,2,ทิศใต้,9,16,102,15,19,3,0,6,2,1.222,0.35,1.726,0.0,1.247,2.832,1490000,0
6.0,13.929492,100.357414,ค่อนข้างแย่,3,2,ทิศตะวันออกเฉียงเหนือ,24,18,110,12,21,2,0,7,1,0.698,0.195,1.287,0.0,0.082,2.863,1600000,0
8.0,13.97658,100.33798,ดีมาก,3,1,ทิศตะวันตก,23,16,94,8,11,3,0,2,1,0.36,0.324,0.331,0.0,1.745,2.513,1420000,0
4.0,13.93575,100.40197,ค่อนข้างแย่,3,1,,0,21,91,32,32,6,0,7,7,0.443,0.374,0.723,0.0,0.585,0.547,1584000,0
6.0,13.92597,100.350934,พอใช้,2,1,ทิศตะวันตกเฉียงใต้,25,18,72,13,17,2,0,8,0,0.822,0.288,1.893,0.0,0.826,0.0,1200000,0
4.0,13.86233,100.48421,แย่,3,2,,24,18,136,122,119,7,1,48,49,0.352,0.188,0.494,1.388,0.463,0.363,1580000,0
4.0,13.878582,100.373795,แย่,1,1,,6,17,106,7,12,3,0,1,0,0.435,0.501,0.857,0.0,1.213,0.0,1500000,0
4.0,13.94441,100.40282,ดี,1,1,,13,16,96,18,26,4,0,5,4,1.042,0.652,1.076,0.0,1.346,1.116,880000,0
4.0,13.89775,100.36641,แย่,5,3,,10,26,118,13,16,2,0,3,0,1.484,0.581,1.856,0.0,1.743,0.0,1680000,0
4.0,13.903999,100.340447,ค่อนข้างแย่,1,1,,0,59,145,6,14,1,0,4,0,1.251,0.694,1.544,0.0,1.211,0.0,3750000,0
4.0,13.86143,100.48349,ค่อนข้างแย่,4,1,,28,20,102,121,119,7,1,47,48,0.266,0.162,0.577,1.49,0.339,0.418,1583000,0
4.0,13.92791,100.35029,ดีมาก,3,1,,17,18,48,14,17,2,0,8,0,0.627,0.234,1.885,0.0,0.791,0.0,720000,0
4.0,13.837952,100.408001,แย่,3,1,,0,23,95,23,39,7,0,28,14,0.465,0.515,0.655,0.0,0.459,0.418,1390000,0
4.5,13.84072,100.37236,ดี,2,2,ทิศตะวันออก,25,16,110,4,11,1,0,8,3,0.044,0.071,0.881,0.0,1.093,2.35,1300000,0
8.0,13.9437852,100.394505,ค่อนข้างแย่,3,3,ทิศตะวันออกเฉียงเหนือ,25,19,88,21,28,5,0,4,6,0.666,0.677,1.806,0.0,1.153,0.984,1250000,0
4.0,13.92636,100.34766,ค่อนข้างแย่,2,2,,17,18,72,12,16,2,0,8,0,0.901,0.098,2.022,0.0,1.029,0.0,625000,0
8.0,13.977043,100.337817,แย่,1,4,ทิศตะวันตกเฉียงเหนือ,25,16,100,8,11,3,0,2,1,0.395,0.355,0.366,0.0,1.763,2.488,1550000,0
6.0,13.91591,100.39359,ค่อนข้างแย่,5,4,ทิศใต้,22,16,110,50,37,11,0,14,7,0.399,0.419,0.435,0.0,0.837,0.437,1602000,0
4.0,13.91768,100.51743,ดีมาก,5,2,,27,18,108,143,109,6,2,65,52,0.181,0.135,0.737,1.95,0.661,1.293,1450000,0
4.0,13.88189,100.3743,แย่,4,3,,6,54,99,7,13,4,0,2,0,0.647,0.446,1.191,0.0,1.478,0.0,3826000,0
12.0,13.945637,100.350161,ค่อนข้างแย่,4,4,ทิศตะวันออกเฉียงใต้,23,16,112,14,18,2,0,7,1,0.317,0.286,1.489,0.0,1.61,2.22,1600000,0
4.0,13.899500533691,100.365696884,ค่อนข้างแย่,5,3,,0,51,120,13,16,2,0,3,0,1.527,0.471,1.671,0.0,1.602,0.0,3750000,0
4.0,13.8582355,100.4968105,พอใช้,5,4,,22,17,114,176,155,10,1,70,75,0.426,0.181,0.769,0.796,0.388,0.7,1660000,0
4.0,13.892124,100.501383,ดี,2,4,,25,9,65,120,97,8,0,47,43,0.716,0.407,1.272,0.0,0.819,1.091,600000,0
6.0,13.953898,100.355848,ค่อนข้างแย่,1,2,ทิศตะวันออกเฉียงเหนือ,22,16,96,13,16,2,0,7,1,0.712,0.684,0.688,0.0,1.805,1.477,1100000,0
6.0,13.91168,100.4364,พอใช้,4,2,ทิศตะวันออกเฉียงเหนือ,25,18,120,41,46,5,0,29,21,0.761,0.29,0.692,0.0,1.262,1.184,1600000,0
4.0,13.90485,100.42349,ดีมาก,2,4,,8,59,180,75,61,11,0,27,22,0.59,0.514,1.034,0.0,0.46,0.519,3300000,0
6.0,13.94646,100.35123,ดี,4,4,ทิศตะวันตกเฉียงใต้,25,16,116,14,18,2,0,7,1,0.172,0.139,1.429,0.0,1.55,2.081,1600000,0
4.0,13.93701,100.37293,ดี,2,2,,0,56,131,24,24,2,0,6,3,0.273,0.812,1.159,0.0,0.768,1.759,3750000,0
6.0,13.933424,100.346489,ค่อนข้างแย่,2,1,ทิศตะวันตกเฉียงเหนือ,22,18,60,10,15,2,0,7,0,0.593,0.757,1.889,0.0,1.118,0.0,900000,0
4.0,13.87946,100.44374,ดี,5,3,,18,18,115,71,62,7,0,25,10,0.414,0.317,1.245,0.0,0.275,1.568,1320000,0
6.0,13.91997,100.38276,พอใช้,3,4,,13,72,170,40,25,7,0,11,5,1.147,1.132,1.56,0.0,0.736,1.573,4000000,0
6.0,13.92079,100.41391,ดีมาก,3,1,ทิศเหนือ,25,16,98,52,53,10,0,22,19,0.398,0.448,0.424,0.0,0.219,0.654,1450000,0
4.0,13.976,100.33751,ดีมาก,1,1,,14,16,99,8,11,3,0,3,1,0.278,0.242,0.249,0.0,1.798,2.475,890000,0
6.0,13.81021,100.34068,ดีมาก,3,4,ทิศเหนือ,7,59,137,21,43,1,0,37,17,1.167,0.172,2.852,0.0,1.113,1.811,3700000,0
4.0,13.931451,100.346535,ดี,5,1,,11,18,72,11,15,2,0,7,0,0.623,0.549,1.977,0.0,1.009,0.0,650000,0
4.0,13.872121,100.425105,ดีมาก,1,1,,0,21,125,84,64,9,2,31,31,0.387,0.265,1.039,1.585,0.753,0.963,1590000,0
6.0,13.87906,100.38286,ดี,4,2,ทิศเหนือ,16,16,100,40,42,9,0,7,18,0.63,0.776,1.07,0.0,2.127,2.342,1550000,0
6.0,13.92655,100.35509,ค่อนข้างแย่,2,4,ทิศตะวันออกเฉียงเหนือ,26,16,87,12,17,2,0,5,0,0.822,0.117,1.692,0.0,0.466,0.0,800000,0
6.0,13.95102,100.33989,แย่,1,2,ทิศตะวันตกเฉียงใต้,21,21,144,12,16,3,0,6,0,1.384,1.401,2.319,0.0,1.324,0.0,1700000,0
6.0,13.9588767,100.370565,พอใช้,5,2,ทิศตะวันตกเฉียงเหนือ,21,16,106,15,13,2,0,3,1,0.702,0.659,1.159,0.0,1.92,0.712,1160000,0
6.0,13.954038,100.395757,ดีมาก,5,1,ทิศตะวันออกเฉียงเหนือ,14,72,180,17,23,3,0,3,6,0.64,1.086,1.434,0.0,2.259,1.03,4150000,0
6.0,13.93718,100.39533,ดี,2,4,ทิศตะวันออกเฉียงเหนือ,25,16,110,26,32,6,0,5,5,0.294,0.148,1.287,0.0,0.429,0.274,1590000,0
6.0,13.89177,100.43847,แย่,3,3,ทิศตะวันตกเฉียงเหนือ,28,17,90,67,50,7,0,27,18,0.749,0.43,1.28,0.0,0.573,1.024,1250000,0
10.0,13.979208,100.339087,ดี,1,4,ทิศตะวันตกเฉียงเหนือ,25,16,71,8,10,3,0,2,1,0.671,0.631,0.642,0.0,1.65,2.598,1400000,0
4.0,13.939312,100.408364,แย่,1,2,,18,20,146,36,33,6,0,12,9,0.657,0.202,1.147,0.0,1.379,1.317,1570000,0
10.0,13.944124,100.3490764,แย่,3,4,ทิศตะวันออกเฉียงใต้,26,16,112,15,18,2,0,7,1,0.519,0.484,1.536,0.0,1.656,2.389,1300000,0
4.0,13.935508,100.402047,แย่,3,1,,0,21,78,34,32,6,0,8,8,0.452,0.39,0.695,0.0,0.583,0.552,1590000,0
6.0,13.907818,100.410176,แย่,1,3,ทิศตะวันตก,28,16,107,70,59,14,0,24,23,0.211,0.192,0.821,0.0,0.678,1.539,1500000,0
6.0,13.972001,100.344502,ดีมาก,3,1,ทิศตะวันตกเฉียงใต้,27,22,106,11,12,2,0,1,0,0.617,0.343,0.916,0.0,1.161,0.0,1430000,0
4.0,13.892342,100.436553,ดีมาก,5,4,,0,57,137,68,50,7,0,30,22,0.753,0.365,1.497,0.0,0.362,0.812,3750000,0
4.0,13.84084,100.3848,ดีมาก,1,3,,11,56,204,11,19,3,0,9,8,1.276,0.456,2.226,0.0,0.544,1.877,3750000,0
12.0,13.94519,100.368957,ดีมาก,1,2,ทิศตะวันออกเฉียงใต้,25,22,130,17,18,2,0,5,1,0.836,0.716,0.896,0.0,0.403,0.815,1550000,0
6.0,13.931655,100.358615,แย่,1,3,ทิศตะวันตกเฉียงใต้,25,18,124,13,21,2,0,6,1,0.435,0.092,1.014,0.0,0.221,2.59,1400000,0
